id,word,countsize,length,texts_aggregated,wcavg
9710,dematerialize,2,13,100,0.02
9711,exasperation,1,12,100,0.01
9712,cord,4,4,100,0.04
9713,altruism,11,8,100,0.11
9714,accentuation,2,12,100,0.02
9715,detailing,1,9,100,0.01
9716,gum,1,3,100,0.01
9717,forefront,5,9,100,0.05
9718,backed,8,6,100,0.08
9719,broadening,2,10,100,0.02
9720,exploded,6,8,100,0.06
9721,transport,10,9,100,0.1
9722,stranded,1,8,100,0.01
9723,phony,4,5,100,0.04
9724,discomfort,9,10,100,0.09
9725,unintelligible,13,14,100,0.13
9726,joking,1,6,100,0.01
9727,selfishness,2,11,100,0.02
9728,gastric,1,7,100,0.01
9729,shading,2,7,100,0.02
9730,informant,3,9,100,0.03
9731,causing,26,7,100,0.26
9732,mona,1,4,100,0.01
9733,allegro,3,7,100,0.03
9734,ge,2,2,100,0.02
9735,instinctively,7,13,100,0.07
9736,fo,9,2,100,0.09
9737,butter,3,6,100,0.03
9738,investigating,5,13,100,0.05
9739,maintainer,1,10,100,0.01
9740,el,1,2,100,0.01
9741,competitiveness,1,15,100,0.01
9742,manichaean,1,10,100,0.01
9743,flavoring,2,9,100,0.02
9744,garage,8,6,100,0.08
9745,realisation,2,11,100,0.02
9746,elbow,7,5,100,0.07
9747,suffocation,1,11,100,0.01
9748,amuck,1,5,100,0.01
9749,theorem,22,7,100,0.22
9750,aah,14,3,100,0.14
9751,disillusion,3,11,100,0.03
9752,femininity,4,10,100,0.04
9753,paternity,20,9,100,0.2
9754,pe,1,2,100,0.01
9755,crave,1,5,100,0.01
9756,tribalism,7,9,100,0.07
9757,fanged,8,6,100,0.08
9758,md,2,2,100,0.02
9759,porch,4,5,100,0.04
9760,markup,2,6,100,0.02
9761,skilled,2,7,100,0.02
9762,flag,2,4,100,0.02
9763,emphatically,1,12,100,0.01
9764,selected,14,8,100,0.14
9765,tampering,2,9,100,0.02
9766,appropriately,4,13,100,0.04
9767,insomnia,2,8,100,0.02
9768,grassroots,1,10,100,0.01
9769,ataraxia,1,8,100,0.01
9770,menstruation,3,12,100,0.03
9771,wi,2,2,100,0.02
9772,severely,7,8,100,0.07
9773,wu,2,2,100,0.02
9774,salutary,3,8,100,0.03
9775,ownership,5,9,100,0.05
9776,wa,5,2,100,0.05
9777,alarmist,2,8,100,0.02
9778,adumbration,4,11,100,0.04
9779,havoc,1,5,100,0.01
9780,xtc,1,3,100,0.01
9781,shelve,1,6,100,0.01
9782,replace,14,7,100,0.14
9783,documentation,2,13,100,0.02
9784,consistently,9,12,100,0.09
9785,losses,1,6,100,0.01
9786,technophobic,1,12,100,0.01
9787,tottering,1,9,100,0.01
9788,brutalize,1,9,100,0.01
9789,sa,2,2,100,0.02
9790,incompleteness,7,14,100,0.07
9791,ameliorate,1,10,100,0.01
9792,wesley,1,6,100,0.01
9793,tin,3,3,100,0.03
9794,tip,7,3,100,0.07
9795,airport,4,7,100,0.04
9796,prerogative,3,11,100,0.03
9797,armed,10,5,100,0.1
9798,unscrew,2,7,100,0.02
9799,runny,1,5,100,0.01
9800,collectivism,2,12,100,0.02
9801,algeria,9,7,100,0.09
9802,unfairly,1,8,100,0.01
9803,bipedal,10,7,100,0.1
9804,collaboration,3,13,100,0.03
9805,allergenic,1,10,100,0.01
9806,attach,5,6,100,0.05
9807,sprouting,7,9,100,0.07
9808,polymorphic,5,11,100,0.05
9809,autobiography,1,13,100,0.01
9810,perpetuate,3,10,100,0.03
9811,thumbnail,2,9,100,0.02
9812,homicidal,1,9,100,0.01
9813,maitreya,5,8,100,0.05
9814,duplicate,5,9,100,0.05
9815,patter,2,6,100,0.02
9816,retreated,16,9,100,0.16
9817,overproduction,3,14,100,0.03
9818,gazelle,2,7,100,0.02
9819,ethnology,1,9,100,0.01
9820,opportunistic,3,13,100,0.03
9821,impunity,3,8,100,0.03
9822,seventy,3,7,100,0.03
9823,deformed,4,8,100,0.04
9824,sensibly,1,8,100,0.01
9825,iceland,1,7,100,0.01
9826,benign,24,6,100,0.24
9827,marginally,3,10,100,0.03
9828,pen,6,3,100,0.06
9829,medicate,3,8,100,0.03
9830,restlessness,9,12,100,0.09
9831,placebo,2,7,100,0.02
9832,noon,3,4,100,0.03
9833,falsity,2,7,100,0.02
9834,cereal,9,6,100,0.09
9835,balanced,11,8,100,0.11
9836,interpenetration,4,16,100,0.04
9837,rooting,1,7,100,0.01
9838,weakened,5,8,100,0.05
9839,kingship,11,8,100,0.11
9840,matriarchal,1,11,100,0.01
9841,ion,3,3,100,0.03
9842,friction,3,8,100,0.03
9843,interdisciplinary,1,17,100,0.01
9844,thus,10,4,100,0.1
9845,phenotype,2,9,100,0.02
9846,valley,25,6,100,0.25
9847,brainwashed,1,11,100,0.01
9848,bland,3,5,100,0.03
9849,ignite,2,6,100,0.02
9850,swollen,2,7,100,0.02
9851,reversal,6,8,100,0.06
9852,storage,10,7,100,0.1
9853,fret,1,4,100,0.01
9854,upheaval,5,8,100,0.05
9855,favorably,1,9,100,0.01
9856,ethnographic,9,12,100,0.09
9857,ev,3,2,100,0.03
9858,wrath,3,5,100,0.03
9859,ee,4,2,100,0.04
9860,egalitarian,2,11,100,0.02
9861,unfocused,1,9,100,0.01
9862,winding,2,7,100,0.02
9863,starve,3,6,100,0.03
9864,ac,3,2,100,0.03
9865,terry,3,5,100,0.03
9866,thinness,2,8,100,0.02
9867,domestication,9,13,100,0.09
9868,ms,3,2,100,0.03
9869,arctic,11,6,100,0.11
9870,radiate,4,7,100,0.04
9871,kitchen,3,7,100,0.03
9872,utilization,3,11,100,0.03
9873,theatrical,5,10,100,0.05
9874,ut,2,2,100,0.02
9875,husbandry,1,9,100,0.01
9876,ti,5,2,100,0.05
9877,drought,5,7,100,0.05
9878,geographer,3,10,100,0.03
9879,si,3,2,100,0.03
9880,imbibing,1,8,100,0.01
9881,specialize,3,10,100,0.03
9882,disciplinary,1,12,100,0.01
9883,sandstone,2,9,100,0.02
9884,enzymatic,2,9,100,0.02
9885,munch,1,5,100,0.01
9886,biogeography,1,12,100,0.01
9887,fisher,5,6,100,0.05
9888,fang,12,4,100,0.12
9889,efficient,13,9,100,0.13
9890,wheat,17,5,100,0.17
9891,disruptive,5,10,100,0.05
9892,jew,10,3,100,0.1
9893,violated,6,8,100,0.06
9894,jazz,8,4,100,0.08
9895,closeness,3,9,100,0.03
9896,timid,2,5,100,0.02
9897,effected,6,8,100,0.06
9898,horde,3,5,100,0.03
9899,pebble,4,6,100,0.04
9900,mandate,2,7,100,0.02
9901,mediaeval,2,9,100,0.02
9902,ulysses,18,7,100,0.18
9903,reflex,4,6,100,0.04
9904,overturned,4,10,100,0.04
9905,vicarious,2,9,100,0.02
9906,amputation,2,10,100,0.02
9907,heyday,5,6,100,0.05
9908,constipation,2,12,100,0.02
9909,unwieldy,3,8,100,0.03
9910,topography,1,10,100,0.01
9911,charter,4,7,100,0.04
9912,expensive,5,9,100,0.05
9913,perry,2,5,100,0.02
9914,typographic,8,11,100,0.08
9915,reinvent,3,8,100,0.03
9916,topographic,3,11,100,0.03
9917,marshal,2,7,100,0.02
9918,daylight,3,8,100,0.03
9919,spawn,4,5,100,0.04
9920,sole,2,4,100,0.02
9921,sensorium,9,9,100,0.09
9922,casual,7,6,100,0.07
9923,engaging,3,8,100,0.03
9924,surf,3,4,100,0.03
9925,tactile,14,7,100,0.14
9926,rabelais,1,8,100,0.01
9927,parker,4,6,100,0.04
9928,labour,1,6,100,0.01
9929,ballade,2,7,100,0.02
9930,durkheim,2,8,100,0.02
9931,interplay,4,9,100,0.04
9932,unify,10,5,100,0.1
9933,monroe,4,6,100,0.04
9934,ithaca,2,6,100,0.02
9935,typography,2,10,100,0.02
9936,rube,3,4,100,0.03
9937,moveable,4,8,100,0.04
9938,expounding,2,10,100,0.02
9939,anomie,2,6,100,0.02
9940,humanism,6,8,100,0.06
9941,twelfth,2,7,100,0.02
9942,skill,3,5,100,0.03
9943,theorist,7,8,100,0.07
9944,topographical,2,13,100,0.02
9945,vietnam,4,7,100,0.04
9946,colloidal,3,9,100,0.03
9947,constitute,4,10,100,0.04
9948,terminology,3,11,100,0.03
9949,undiminished,2,12,100,0.02
9950,vellum,2,6,100,0.02
9951,intrinsic,9,9,100,0.09
9952,onwards,2,7,100,0.02
9953,exceeding,2,9,100,0.02
9954,nomad,2,5,100,0.02
9955,toronto,2,7,100,0.02
9956,cezanne,1,7,100,0.01
9957,salesman,2,8,100,0.02
9958,doings,2,6,100,0.02
9959,geographic,6,10,100,0.06
9960,individualist,2,13,100,0.02
9961,journalism,5,10,100,0.05
9962,savant,3,6,100,0.03
9963,enclosure,2,9,100,0.02
9964,figurative,1,10,100,0.01
9965,terminated,3,10,100,0.03
9966,layman,3,6,100,0.03
9967,incongruous,2,11,100,0.02
9968,clerk,2,5,100,0.02
9969,congenial,4,9,100,0.04
9970,cunning,3,7,100,0.03
9971,rethink,3,7,100,0.03
9972,occupied,12,8,100,0.12
9973,incomprehensibility,5,19,100,0.05
9974,vanishing,5,9,100,0.05
9975,bardic,4,6,100,0.04
9976,divest,3,6,100,0.03
9977,chamber,4,7,100,0.04
9978,triumphantly,1,12,100,0.01
9979,allusion,3,8,100,0.03
9980,conveying,8,9,100,0.08
9981,contemporaneity,2,15,100,0.02
9982,governance,3,10,100,0.03
9983,transitional,3,12,100,0.03
9984,grist,7,5,100,0.07
9985,lance,1,5,100,0.01
9986,audile,3,6,100,0.03
9987,seventeenth,1,11,100,0.01
9988,goldberg,2,8,100,0.02
9989,request,4,7,100,0.04
9990,botch,2,5,100,0.02
9991,synonymous,3,10,100,0.03
9992,bloom,12,5,100,0.12
9993,achilles,2,8,100,0.02
9994,sacral,16,6,100,0.16
9995,pointlessly,2,11,100,0.02
9996,stylistic,3,9,100,0.03
9997,diddle,3,6,100,0.03
9998,caveman,2,7,100,0.02
9999,posture,4,7,100,0.04
10000,bricklayer,3,10,100,0.03
10001,clairvoyance,3,12,100,0.03
10002,slasher,2,7,100,0.02
10003,mythic,2,6,100,0.02
10004,retrieval,8,9,100,0.08
10005,gloss,8,5,100,0.08
10006,fifteenth,4,9,100,0.04
10007,toned,15,5,100,0.15
10008,pore,3,4,100,0.03
10009,detect,8,6,100,0.08
10010,user,10,4,100,0.1
10011,odysseus,4,8,100,0.04
10012,cyclops,2,7,100,0.02
10013,attempted,9,9,100,0.09
10014,lineal,3,6,100,0.03
10015,populace,2,8,100,0.02
10016,congruous,2,9,100,0.02
10017,deaf,6,4,100,0.06
10018,incantation,2,11,100,0.02
10019,billboard,2,9,100,0.02
10020,skiing,2,6,100,0.02
10021,correction,6,10,100,0.06
10022,chaucer,5,7,100,0.05
10023,abc,2,3,100,0.02
10024,newly,2,5,100,0.02
10025,lecturer,4,8,100,0.04
10026,journeyman,2,10,100,0.02
10027,muttering,1,9,100,0.01
10028,masterpiece,2,11,100,0.02
10029,additional,6,10,100,0.06
10030,participation,8,13,100,0.08
10031,primitivism,2,11,100,0.02
10032,utilitarian,2,11,100,0.02
10033,paperback,4,9,100,0.04
10034,layout,4,6,100,0.04
10035,measurable,6,10,100,0.06
10036,wallace,8,7,100,0.08
10037,choral,2,6,100,0.02
10038,icon,4,4,100,0.04
10039,regardless,7,10,100,0.07
10040,striving,15,8,100,0.15
10041,horizontally,2,12,100,0.02
10042,misrepresentation,1,17,100,0.01
10043,cleveland,1,9,100,0.01
10044,unstinting,2,10,100,0.02
10045,bullish,2,7,100,0.02
10046,forgiving,4,9,100,0.04
10047,springtime,4,10,100,0.04
10048,workbench,3,9,100,0.03
10049,sideline,2,8,100,0.02
10050,des,2,3,100,0.02
10051,pleased,8,7,100,0.08
10052,denigrate,3,9,100,0.03
10053,reclining,1,9,100,0.01
10054,britain,3,7,100,0.03
10055,alongside,4,9,100,0.04
10056,prophet,1,7,100,0.01
10057,shadowy,1,7,100,0.01
10058,nominalist,1,10,100,0.01
10059,ram,52,3,100,0.52
10060,riddle,4,6,100,0.04
10061,cinematic,1,9,100,0.01
10062,impenetrability,1,15,100,0.01
10063,crossword,2,9,100,0.02
10064,shawl,1,5,100,0.01
10065,briefs,2,6,100,0.02
10066,swiftly,2,7,100,0.02
10067,blossom,1,7,100,0.01
10068,grin,1,4,100,0.01
10069,remaking,2,8,100,0.02
10070,familiarly,1,10,100,0.01
10071,cheat,1,5,100,0.01
10072,potted,1,6,100,0.01
10073,seesaw,1,6,100,0.01
10074,literati,2,8,100,0.02
10075,nabokov,4,7,100,0.04
10076,wither,2,6,100,0.02
10077,germanic,1,8,100,0.01
10078,presciently,2,11,100,0.02
10079,esau,1,4,100,0.01
10080,mythological,12,12,100,0.12
10081,toper,1,5,100,0.01
10082,overgrown,2,9,100,0.02
10083,masturbator,1,11,100,0.01
10084,riddled,4,7,100,0.04
10085,afire,2,5,100,0.02
10086,zest,2,4,100,0.02
10087,police,6,6,100,0.06
10088,celtic,16,6,100,0.16
10089,theologian,3,10,100,0.03
10090,allegory,5,8,100,0.05
10091,parked,14,6,100,0.14
10092,pillar,2,6,100,0.02
10093,jimmy,1,5,100,0.01
10094,erse,3,4,100,0.03
10095,overture,1,8,100,0.01
10096,fess,1,4,100,0.01
10097,roundhead,1,9,100,0.01
10098,thor,2,4,100,0.02
10099,hassidism,1,9,100,0.01
10100,internecine,1,11,100,0.01
10101,turnover,2,8,100,0.02
10102,loveable,1,8,100,0.01
10103,midden,1,6,100,0.01
10104,brittany,1,8,100,0.01
10105,seamy,6,5,100,0.06
10106,disposed,1,8,100,0.01
10107,cromwell,1,8,100,0.01
10108,imperiously,1,11,100,0.01
10109,dreamlike,3,9,100,0.03
10110,chap,1,4,100,0.01
10111,spelling,3,8,100,0.03
10112,monolith,5,8,100,0.05
10113,hydraulics,1,10,100,0.01
10114,wroth,2,5,100,0.02
10115,turk,1,4,100,0.01
10116,revived,1,7,100,0.01
10117,builder,3,7,100,0.03
10118,quintessential,5,14,100,0.05
10119,undress,1,7,100,0.01
10120,wayfaring,2,9,100,0.02
10121,jerry,2,5,100,0.02
10122,moliere,2,7,100,0.02
10123,omnibus,1,7,100,0.01
10124,singer,4,6,100,0.04
10125,rust,2,4,100,0.02
10126,aristotelian,3,12,100,0.03
10127,tay,1,3,100,0.01
10128,rebellion,2,9,100,0.02
10129,baked,1,5,100,0.01
10130,tristram,1,8,100,0.01
10131,sunny,1,5,100,0.01
10132,prominently,4,11,100,0.04
10133,cyclicity,1,9,100,0.01
10134,anna,12,4,100,0.12
10135,rival,3,5,100,0.03
10136,refute,1,6,100,0.01
10137,trimming,1,8,100,0.01
10138,georgia,2,7,100,0.02
10139,alderman,1,8,100,0.01
10140,resemble,3,8,100,0.03
10141,progenitor,1,10,100,0.01
10142,trowel,1,6,100,0.01
10143,nash,3,4,100,0.03
10144,abyssinian,1,10,100,0.01
10145,shortly,20,7,100,0.2
10146,hen,2,3,100,0.02
10147,prodigious,1,10,100,0.01
10148,pharaoh,1,7,100,0.01
10149,addle,1,5,100,0.01
10150,inclined,5,8,100,0.05
10151,personification,1,15,100,0.01
10152,butt,2,4,100,0.02
10153,hin,1,3,100,0.01
10154,bauhaus,5,7,100,0.05
10155,absinthe,1,8,100,0.01
10156,bey,1,3,100,0.01
10157,greedily,1,8,100,0.01
10158,monstrous,1,9,100,0.01
10159,impenetrable,2,12,100,0.02
10160,cardinal,1,8,100,0.01
10161,incest,2,6,100,0.02
10162,beheaded,1,8,100,0.01
10163,whorl,2,5,100,0.02
10164,fugal,1,5,100,0.01
10165,minstrelsy,3,10,100,0.03
10166,ketch,1,5,100,0.01
10167,audible,3,7,100,0.03
10168,lethe,1,5,100,0.01
10169,vesta,1,5,100,0.01
10170,cad,2,3,100,0.02
10171,micro,12,5,100,0.12
10172,devilish,1,8,100,0.01
10173,antagonism,3,10,100,0.03
10174,polyphony,1,9,100,0.01
10175,fuddled,1,7,100,0.01
10176,unifying,6,8,100,0.06
10177,opaque,3,6,100,0.03
10178,agog,1,4,100,0.01
10179,fingered,1,8,100,0.01
10180,rumble,1,6,100,0.01
10181,patrick,8,7,100,0.08
10182,ululation,1,9,100,0.01
10183,freehand,1,8,100,0.01
10184,deed,2,4,100,0.02
10185,fr,2,2,100,0.02
10186,quadruple,1,9,100,0.01
10187,saga,1,4,100,0.01
10188,scholasticism,3,13,100,0.03
10189,dionysian,3,9,100,0.03
10190,staple,1,6,100,0.01
10191,norman,3,6,100,0.03
10192,accusatory,1,10,100,0.01
10193,sampler,1,7,100,0.01
10194,treaty,1,6,100,0.01
10195,shem,3,4,100,0.03
10196,supreme,10,7,100,0.1
10197,cured,4,5,100,0.04
10198,pa,5,2,100,0.05
10199,rubric,1,6,100,0.01
10200,idly,1,4,100,0.01
10201,sharpen,3,7,100,0.03
10202,puff,2,4,100,0.02
10203,innocently,1,10,100,0.01
10204,lover,10,5,100,0.1
10205,thunderclap,1,11,100,0.01
10206,tombstone,1,9,100,0.01
10207,typographical,1,13,100,0.01
10208,hs,1,2,100,0.01
10209,filling,5,7,100,0.05
10210,winner,3,6,100,0.03
10211,pynchon,4,7,100,0.04
10212,baptized,3,8,100,0.03
10213,plow,1,4,100,0.01
10214,hod,4,3,100,0.04
10215,dubliner,2,8,100,0.02
10216,norwegian,1,9,100,0.01
10217,circular,4,8,100,0.04
10218,megalomaniac,1,12,100,0.01
10219,barkeep,1,7,100,0.01
10220,fore,6,4,100,0.06
10221,mock,1,4,100,0.01
10222,twain,1,5,100,0.01
10223,magma,1,5,100,0.01
10224,intrigue,1,8,100,0.01
10225,racially,2,8,100,0.02
10226,sorcerer,1,8,100,0.01
10227,environs,4,8,100,0.04
10228,suburb,3,6,100,0.03
10229,barnacle,1,8,100,0.01
10230,exposition,2,10,100,0.02
10231,ockham,2,6,100,0.02
10232,eyeful,1,6,100,0.01
10233,ballad,5,6,100,0.05
10234,glow,1,4,100,0.01
10235,extermination,5,13,100,0.05
10236,rosy,5,4,100,0.05
10237,criterion,1,9,100,0.01
10238,evocation,4,9,100,0.04
10239,browned,1,7,100,0.01
10240,misinterpretation,1,17,100,0.01
10241,hire,1,4,100,0.01
10242,fabricated,2,10,100,0.02
10243,zurich,2,6,100,0.02
10244,reenact,1,7,100,0.01
10245,improvidence,1,12,100,0.01
10246,synopsis,1,8,100,0.01
10247,slant,7,5,100,0.07
10248,exponent,1,8,100,0.01
10249,dusty,3,5,100,0.03
10250,slash,4,5,100,0.04
10251,mutter,1,6,100,0.01
10252,woven,3,5,100,0.03
10253,malt,4,4,100,0.04
10254,skeleton,4,8,100,0.04
10255,surpass,1,7,100,0.01
10256,deuteronomy,2,11,100,0.02
10257,gin,1,3,100,0.01
10258,wheeling,1,8,100,0.01
10259,miraculously,2,12,100,0.02
10260,curt,1,4,100,0.01
10261,predestined,3,11,100,0.03
10262,resurgence,12,10,100,0.12
10263,lingual,1,7,100,0.01
10264,kettle,2,6,100,0.02
10265,niece,1,5,100,0.01
10266,recirculation,5,13,100,0.05
10267,stiff,4,5,100,0.04
10268,bewilderment,1,12,100,0.01
10269,gizmo,1,5,100,0.01
10270,anticipator,1,11,100,0.01
10271,paean,3,5,100,0.03
10272,merging,6,7,100,0.06
10273,wanton,1,6,100,0.01
10274,secondhand,2,10,100,0.02
10275,breakfast,5,9,100,0.05
10276,bucket,1,6,100,0.01
10277,detritus,10,8,100,0.1
10278,molly,7,5,100,0.07
10279,huckleberry,1,11,100,0.01
10280,priam,2,5,100,0.02
10281,unctuous,1,8,100,0.01
10282,surrender,10,9,100,0.1
10283,devotee,1,7,100,0.01
10284,knight,1,6,100,0.01
10285,consternation,1,13,100,0.01
10286,cocktail,2,8,100,0.02
10287,tuck,1,4,100,0.01
10288,commodious,4,10,100,0.04
10289,fry,5,3,100,0.05
10290,doubling,4,8,100,0.04
10291,penman,1,6,100,0.01
10292,grate,1,5,100,0.01
10293,recur,1,5,100,0.01
10294,gigantic,4,8,100,0.04
10295,secretary,7,9,100,0.07
10296,dichotomize,1,11,100,0.01
10297,misfortune,2,10,100,0.02
10298,wellington,1,10,100,0.01
10299,admiration,1,10,100,0.01
10300,faulkner,2,8,100,0.02
10301,tavern,2,6,100,0.02
10302,sawyer,2,6,100,0.02
10303,turbulent,6,9,100,0.06
10304,rally,2,5,100,0.02
10305,stalwart,3,8,100,0.03
10306,historic,4,8,100,0.04
10307,liquidation,1,11,100,0.01
10308,sights,1,6,100,0.01
10309,statistical,10,11,100,0.1
10310,transubstantiate,2,16,100,0.02
10311,scotland,3,8,100,0.03
10312,upended,1,7,100,0.01
10313,convenient,3,10,100,0.03
10314,stupendous,1,10,100,0.01
10315,exegetical,1,10,100,0.01
10316,dipstick,1,8,100,0.01
10317,tragically,1,10,100,0.01
10318,isthmus,4,7,100,0.04
10319,drunken,1,7,100,0.01
10320,tapping,7,7,100,0.07
10321,abbreviated,1,11,100,0.01
10322,metier,1,6,100,0.01
10323,cro,1,3,100,0.01
10324,punning,2,7,100,0.02
10325,hump,2,4,100,0.02
10326,forbidding,1,10,100,0.01
10327,trackless,2,9,100,0.02
10328,mamet,1,5,100,0.01
10329,disorientation,1,14,100,0.01
10330,freelance,1,9,100,0.01
10331,straightforwardly,1,17,100,0.01
10332,eugenics,2,8,100,0.02
10333,huck,2,4,100,0.02
10334,rabelaisian,1,11,100,0.01
10335,lir,1,3,100,0.01
10336,wotan,2,5,100,0.02
10337,pastiche,3,8,100,0.03
10338,sorely,1,6,100,0.01
10339,guinness,1,8,100,0.01
10340,beckett,2,7,100,0.02
10341,belling,1,7,100,0.01
10342,mac,3,3,100,0.03
10343,collage,1,7,100,0.01
10344,peat,1,4,100,0.01
10345,mercenary,2,9,100,0.02
10346,cement,1,6,100,0.01
10347,arguably,4,8,100,0.04
10348,ireland,11,7,100,0.11
10349,swerve,3,6,100,0.03
10350,scraggy,2,7,100,0.02
10351,laurens,2,7,100,0.02
10352,lifework,1,8,100,0.01
10353,peck,2,4,100,0.02
10354,toltec,4,6,100,0.04
10355,exodus,2,6,100,0.02
10356,nonfigurative,1,13,100,0.01
10357,plethora,2,8,100,0.02
10358,tub,4,3,100,0.04
10359,daybook,2,7,100,0.02
10360,assistant,1,9,100,0.01
10361,liquor,1,6,100,0.01
10362,tot,1,3,100,0.01
10363,precept,1,7,100,0.01
10364,anglican,1,8,100,0.01
10365,tempo,4,5,100,0.04
10366,saloon,2,6,100,0.02
10367,pruning,1,7,100,0.01
10368,uncreative,1,10,100,0.01
10369,min,3,3,100,0.03
10370,christmas,9,9,100,0.09
10371,tee,1,3,100,0.01
10372,bier,1,4,100,0.01
10373,supra,3,5,100,0.03
10374,tact,8,4,100,0.08
10375,dim,3,3,100,0.03
10376,din,3,3,100,0.03
10377,predator,2,8,100,0.02
10378,deputize,2,8,100,0.02
10379,jfk,1,3,100,0.01
10380,corrective,3,10,100,0.03
10381,iguana,1,6,100,0.01
10382,triad,2,5,100,0.02
10383,generously,1,10,100,0.01
10384,erupt,2,5,100,0.02
10385,infirm,1,6,100,0.01
10386,ballet,2,6,100,0.02
10387,priority,3,8,100,0.03
10388,affectionate,2,12,100,0.02
10389,healthier,3,9,100,0.03
10390,stereoscopic,2,12,100,0.02
10391,mandelbrot,2,10,100,0.02
10392,cardboard,1,9,100,0.01
10393,retired,6,7,100,0.06
10394,browser,1,7,100,0.01
10395,squash,1,6,100,0.01
10396,rape,5,4,100,0.05
10397,beaut,1,5,100,0.01
10398,hygiene,2,7,100,0.02
10399,ripple,8,6,100,0.08
10400,decay,5,5,100,0.05
10401,spooky,1,6,100,0.01
10402,primitiveness,2,13,100,0.02
10403,polity,3,6,100,0.03
10404,reducible,4,9,100,0.04
10405,quantized,12,9,100,0.12
10406,nub,3,3,100,0.03
10407,lateral,1,7,100,0.01
10408,determinable,1,12,100,0.01
10409,sequestration,1,13,100,0.01
10410,truman,1,6,100,0.01
10411,ballerina,1,9,100,0.01
10412,dominating,2,10,100,0.02
10413,ming,2,4,100,0.02
10414,broker,4,6,100,0.04
10415,decline,2,7,100,0.02
10416,chilling,3,8,100,0.03
10417,uncool,2,6,100,0.02
10418,aggression,3,10,100,0.03
10419,ribald,1,6,100,0.01
10420,democratically,3,14,100,0.03
10421,donate,1,6,100,0.01
10422,fray,1,4,100,0.01
10423,strained,1,8,100,0.01
10424,recursive,3,9,100,0.03
10425,schnabel,2,8,100,0.02
10426,wheatfield,1,10,100,0.01
10427,phenomenology,12,13,100,0.12
10428,paleontological,3,15,100,0.03
10429,inverse,3,7,100,0.03
10430,bifurcate,1,9,100,0.01
10431,graphically,1,11,100,0.01
10432,nursery,3,7,100,0.03
10433,welles,1,6,100,0.01
10434,correlation,5,11,100,0.05
10435,otherness,3,9,100,0.03
10436,primo,1,5,100,0.01
10437,metabolic,6,9,100,0.06
10438,contort,3,7,100,0.03
10439,instinct,3,8,100,0.03
10440,enforced,7,8,100,0.07
10441,projectile,1,10,100,0.01
10442,erect,9,5,100,0.09
10443,fastened,5,8,100,0.05
10444,bennett,1,7,100,0.01
10445,hormone,3,7,100,0.03
10446,publishing,5,10,100,0.05
10447,impressionism,7,13,100,0.07
10448,chachka,2,7,100,0.02
10449,touching,2,8,100,0.02
10450,disintegration,3,14,100,0.03
10451,marathon,3,8,100,0.03
10452,nagoya,1,6,100,0.01
10453,boil,11,4,100,0.11
10454,eucalyptus,1,10,100,0.01
10455,cubism,8,6,100,0.08
10456,astonish,1,8,100,0.01
10457,capitulation,1,12,100,0.01
10458,displeasure,1,11,100,0.01
10459,stocks,2,6,100,0.02
10460,issuing,1,7,100,0.01
10461,meal,9,4,100,0.09
10462,flutter,3,7,100,0.03
10463,anatomical,1,10,100,0.01
10464,shtick,7,6,100,0.07
10465,grind,7,5,100,0.07
10466,apocalypse,41,10,100,0.41
10467,lizard,1,6,100,0.01
10468,coauthor,3,8,100,0.03
10469,envelope,23,8,100,0.23
10470,viennese,4,8,100,0.04
10471,flock,1,5,100,0.01
10472,oscillating,3,11,100,0.03
10473,canyon,1,6,100,0.01
10474,melody,3,6,100,0.03
10475,reassure,7,8,100,0.07
10476,buildup,2,7,100,0.02
10477,troops,5,6,100,0.05
10478,undertone,2,9,100,0.02
10479,crossroads,2,10,100,0.02
10480,dynasty,6,7,100,0.06
10481,theosophy,3,9,100,0.03
10482,inconceivably,1,13,100,0.01
10483,erecting,2,8,100,0.02
10484,smugness,6,8,100,0.06
10485,topology,9,8,100,0.09
10486,reptile,2,7,100,0.02
10487,leather,2,7,100,0.02
10488,worshipper,1,10,100,0.01
10489,cortical,6,8,100,0.06
10490,inculcate,4,9,100,0.04
10491,plutonium,4,9,100,0.04
10492,satie,1,5,100,0.01
10493,intrepid,4,8,100,0.04
10494,lunar,22,5,100,0.22
10495,mower,1,5,100,0.01
10496,browsing,1,8,100,0.01
10497,surrealist,2,10,100,0.02
10498,bohemianism,2,11,100,0.02
10499,meteorologist,2,13,100,0.02
10500,piezoelectric,5,13,100,0.05
10501,autumn,3,6,100,0.03
10502,insulation,3,10,100,0.03
10503,decayed,1,7,100,0.01
10504,freudian,16,8,100,0.16
10505,rickshaw,3,8,100,0.03
10506,gangster,3,8,100,0.03
10507,confirmation,8,12,100,0.08
10508,helicopter,2,10,100,0.02
10509,reporting,6,9,100,0.06
10510,recombine,1,9,100,0.01
10511,gradually,5,9,100,0.05
10512,cosmogony,2,9,100,0.02
10513,withdraw,3,8,100,0.03
10514,fraud,2,5,100,0.02
10515,raped,2,5,100,0.02
10516,lash,1,4,100,0.01
10517,grounds,3,7,100,0.03
10518,unexplained,5,11,100,0.05
10519,triangulation,1,13,100,0.01
10520,pakistan,7,8,100,0.07
10521,electrostatic,3,13,100,0.03
10522,weapon,4,6,100,0.04
10523,connivance,1,10,100,0.01
10524,majestic,1,8,100,0.01
10525,lahore,1,6,100,0.01
