id,word,countsize,length,texts_aggregated,wcavg
12402,delusory,2,8,100,0.02
12403,neatness,2,8,100,0.02
12404,pierce,4,6,100,0.04
12405,dormant,2,7,100,0.02
12406,rainier,1,7,100,0.01
12407,zuni,1,4,100,0.01
12408,reclaimed,1,9,100,0.01
12409,galleon,1,7,100,0.01
12410,harbor,2,6,100,0.02
12411,furthermore,2,11,100,0.02
12412,heuristic,2,9,100,0.02
12413,endogenously,4,12,100,0.04
12414,dover,1,5,100,0.01
12415,forties,2,7,100,0.02
12416,cur,1,3,100,0.01
12417,deserved,2,8,100,0.02
12418,grudge,1,6,100,0.01
12419,insoluble,5,9,100,0.05
12420,greasy,2,6,100,0.02
12421,equate,1,6,100,0.01
12422,calvary,1,7,100,0.01
12423,amethystine,1,11,100,0.01
12424,reshape,2,7,100,0.02
12425,thunderstorm,2,12,100,0.02
12426,needless,2,8,100,0.02
12427,citation,1,8,100,0.01
12428,unsympathetic,1,13,100,0.01
12429,bake,1,4,100,0.01
12430,egoism,1,6,100,0.01
12431,equivocate,1,10,100,0.01
12432,unmapped,1,8,100,0.01
12433,facetious,2,9,100,0.02
12434,bangladeshi,1,11,100,0.01
12435,brutalization,1,13,100,0.01
12436,degraded,3,8,100,0.03
12437,galilean,2,8,100,0.02
12438,fa,2,2,100,0.02
12439,exceptional,4,11,100,0.04
12440,radiant,7,7,100,0.07
12441,chambered,1,9,100,0.01
12442,ar,1,2,100,0.01
12443,staged,1,6,100,0.01
12444,rouse,2,5,100,0.02
12445,vestal,1,6,100,0.01
12446,kt,1,2,100,0.01
12447,governed,4,8,100,0.04
12448,dissonance,6,10,100,0.06
12449,shade,4,5,100,0.04
12450,alertness,3,9,100,0.03
12451,warhorse,1,8,100,0.01
12452,credence,6,8,100,0.06
12453,panoply,3,7,100,0.03
12454,handwriting,1,11,100,0.01
12455,breakup,4,7,100,0.04
12456,humbled,1,7,100,0.01
12457,finiteness,3,10,100,0.03
12458,irreversible,3,12,100,0.03
12459,pangaea,2,7,100,0.02
12460,supernatural,4,12,100,0.04
12461,ectoplasm,1,9,100,0.01
12462,clapping,16,8,100,0.16
12463,describable,4,11,100,0.04
12464,sticker,4,7,100,0.04
12465,rat,4,3,100,0.04
12466,agitation,1,9,100,0.01
12467,quiescent,1,9,100,0.01
12468,prodigal,20,8,100,0.2
12469,honky,3,5,100,0.03
12470,unerring,1,8,100,0.01
12471,odious,2,6,100,0.02
12472,loathsome,1,9,100,0.01
12473,clerical,2,8,100,0.02
12474,deadening,1,9,100,0.01
12475,geometer,2,8,100,0.02
12476,armament,1,8,100,0.01
12477,dysfunction,2,11,100,0.02
12478,overturn,1,8,100,0.01
12479,jive,4,4,100,0.04
12480,adventurer,1,10,100,0.01
12481,assimilation,5,12,100,0.05
12482,intercontinental,2,16,100,0.02
12483,curb,2,4,100,0.02
12484,raccoon,1,7,100,0.01
12485,severed,1,7,100,0.01
12486,syphilitic,1,10,100,0.01
12487,buck,5,4,100,0.05
12488,simplistic,1,10,100,0.01
12489,purchasing,1,10,100,0.01
12490,woolly,1,6,100,0.01
12491,shuck,2,5,100,0.02
12492,presidential,2,12,100,0.02
12493,eyelid,4,6,100,0.04
12494,deference,1,9,100,0.01
12495,tilling,1,7,100,0.01
12496,chutzpah,1,8,100,0.01
12497,unthinkingly,1,12,100,0.01
12498,extractable,2,11,100,0.02
12499,woefully,1,8,100,0.01
12500,anniversary,3,11,100,0.03
12501,starvation,8,10,100,0.08
12502,restate,1,7,100,0.01
12503,adequate,4,8,100,0.04
12504,comprehended,1,12,100,0.01
12505,humane,3,6,100,0.03
12506,announcer,6,9,100,0.06
12507,inexpensive,1,11,100,0.01
12508,suffice,2,7,100,0.02
12509,deer,4,4,100,0.04
12510,enfolding,3,9,100,0.03
12511,occluded,5,8,100,0.05
12512,ballistic,1,9,100,0.01
12513,numb,1,4,100,0.01
12514,tagged,1,6,100,0.01
12515,acquiescence,1,12,100,0.01
12516,interchangeably,1,15,100,0.01
12517,brutish,2,7,100,0.02
12518,viable,10,6,100,0.1
12519,matthew,3,7,100,0.03
12520,minuscule,3,9,100,0.03
12521,graven,1,6,100,0.01
12522,brainwashing,2,12,100,0.02
12523,froth,2,5,100,0.02
12524,sanguinity,1,10,100,0.01
12525,circumlocution,1,14,100,0.01
12526,hellish,1,7,100,0.01
12527,comprehensible,1,14,100,0.01
12528,essex,1,5,100,0.01
12529,balcony,2,7,100,0.02
12530,ageless,1,7,100,0.01
12531,realised,3,8,100,0.03
12532,debut,1,5,100,0.01
12533,criticise,2,9,100,0.02
12534,veracity,2,8,100,0.02
12535,groin,1,5,100,0.01
12536,opposable,4,9,100,0.04
12537,discord,1,7,100,0.01
12538,atomize,2,7,100,0.02
12539,aptly,1,5,100,0.01
12540,rumour,3,6,100,0.03
12541,souk,1,4,100,0.01
12542,infuriate,1,9,100,0.01
12543,deplore,1,7,100,0.01
12544,deliverable,1,11,100,0.01
12545,sad,7,3,100,0.07
12546,leaning,4,7,100,0.04
12547,saturate,2,8,100,0.02
12548,finishing,2,9,100,0.02
12549,unresolved,3,10,100,0.03
12550,mechanised,1,10,100,0.01
12551,impinging,8,9,100,0.08
12552,tolstoy,1,7,100,0.01
12553,endangered,6,10,100,0.06
12554,wobbly,2,6,100,0.02
12555,idyllic,2,7,100,0.02
12556,windshield,2,10,100,0.02
12557,inelegant,1,9,100,0.01
12558,pitiful,1,7,100,0.01
12559,overlap,7,7,100,0.07
12560,gemstone,1,8,100,0.01
12561,irrefutable,1,11,100,0.01
12562,diagnosing,1,10,100,0.01
12563,renegotiate,1,11,100,0.01
12564,tennis,1,6,100,0.01
12565,speechless,4,10,100,0.04
12566,regression,3,10,100,0.03
12567,researcher,8,10,100,0.08
12568,humidity,1,8,100,0.01
12569,dreamer,2,7,100,0.02
12570,apparatchik,1,11,100,0.01
12571,naturalism,2,10,100,0.02
12572,shredded,4,8,100,0.04
12573,impassioned,2,11,100,0.02
12574,premier,1,7,100,0.01
12575,peerage,1,7,100,0.01
12576,dixie,2,5,100,0.02
12577,parlance,4,8,100,0.04
12578,planktonic,4,10,100,0.04
12579,toxemia,1,7,100,0.01
12580,crystallised,1,12,100,0.01
12581,finis,1,5,100,0.01
12582,catalogue,3,9,100,0.03
12583,absent,8,6,100,0.08
12584,fecal,4,5,100,0.04
12585,madman,1,6,100,0.01
12586,dumbstruck,1,10,100,0.01
12587,lifeblood,1,9,100,0.01
12588,valent,1,6,100,0.01
12589,bye,2,3,100,0.02
12590,pillage,1,7,100,0.01
12591,helplessness,1,12,100,0.01
12592,quartz,5,6,100,0.05
12593,probing,4,7,100,0.04
12594,liana,1,5,100,0.01
12595,favour,1,6,100,0.01
12596,handbasket,1,10,100,0.01
12597,effulgent,1,9,100,0.01
12598,promulgate,2,10,100,0.02
12599,centrepiece,1,11,100,0.01
12600,disconnection,4,13,100,0.04
12601,cooked,4,6,100,0.04
12602,bracket,1,7,100,0.01
12603,reiterate,2,9,100,0.02
12604,slyly,2,5,100,0.02
12605,invigorating,1,12,100,0.01
12606,spontaneity,1,11,100,0.01
12607,clarion,2,7,100,0.02
12608,harp,2,4,100,0.02
12609,apprehensible,1,13,100,0.01
12610,clinician,1,9,100,0.01
12611,frost,1,5,100,0.01
12612,te,4,2,100,0.04
12613,verse,4,5,100,0.04
12614,psychotherapeutic,2,17,100,0.02
12615,joyful,1,6,100,0.01
12616,butler,3,6,100,0.03
12617,cheque,1,6,100,0.01
12618,whistling,7,9,100,0.07
12619,incomparable,3,12,100,0.03
12620,accelerator,1,11,100,0.01
12621,impregnation,5,12,100,0.05
12622,belabour,1,8,100,0.01
12623,millimetre,1,10,100,0.01
12624,foetus,4,6,100,0.04
12625,remedy,2,6,100,0.02
12626,affront,1,7,100,0.01
12627,bureaucracy,1,11,100,0.01
12628,repeatedly,5,10,100,0.05
12629,indicative,4,10,100,0.04
12630,shimmy,1,6,100,0.01
12631,zany,5,4,100,0.05
12632,fruition,3,8,100,0.03
12633,unaddressed,1,11,100,0.01
12634,bloc,2,4,100,0.02
12635,specialty,1,9,100,0.01
12636,transcendentally,1,16,100,0.01
12637,naught,1,6,100,0.01
12638,swami,1,5,100,0.01
12639,ingenue,1,7,100,0.01
12640,dutifully,2,9,100,0.02
12641,tranquillity,1,12,100,0.01
12642,disincarnate,4,12,100,0.04
12643,radioactive,3,11,100,0.03
12644,nagasaki,1,8,100,0.01
12645,scepticism,1,10,100,0.01
12646,outre,1,5,100,0.01
12647,trigonometry,1,12,100,0.01
12648,mould,2,5,100,0.02
12649,mounting,2,8,100,0.02
12650,amplification,2,13,100,0.02
12651,distantly,1,9,100,0.01
12652,dumbfounded,1,11,100,0.01
12653,crashing,1,8,100,0.01
12654,epileptic,4,9,100,0.04
12655,holism,1,6,100,0.01
12656,palsy,1,5,100,0.01
12657,colours,1,7,100,0.01
12658,programme,4,9,100,0.04
12659,woody,10,5,100,0.1
12660,pocket,6,6,100,0.06
12661,entanglement,1,12,100,0.01
12662,empiricism,3,10,100,0.03
12663,lab,1,3,100,0.01
12664,vitamin,5,7,100,0.05
12665,biochemically,1,13,100,0.01
12666,ennobling,2,9,100,0.02
12667,windscreen,1,10,100,0.01
12668,polka,1,5,100,0.01
12669,maximising,1,10,100,0.01
12670,misappropriated,1,15,100,0.01
12671,beset,2,5,100,0.02
12672,leafed,1,6,100,0.01
12673,ascendancy,5,10,100,0.05
12674,dendritic,1,9,100,0.01
12675,dribble,1,7,100,0.01
12676,adore,3,5,100,0.03
12677,purgatory,7,9,100,0.07
12678,mainframe,1,9,100,0.01
12679,jolly,2,5,100,0.02
12680,objectify,3,9,100,0.03
12681,luminous,8,8,100,0.08
12682,enlivened,2,9,100,0.02
12683,format,4,6,100,0.04
12684,dematerialise,1,13,100,0.01
12685,ferdinand,1,9,100,0.01
12686,merchant,1,8,100,0.01
12687,elitist,1,7,100,0.01
12688,hesitation,4,10,100,0.04
12689,hassidic,1,8,100,0.01
12690,litany,1,6,100,0.01
12691,dumbfounding,1,12,100,0.01
12692,kindling,6,8,100,0.06
12693,hegel,2,5,100,0.02
12694,verified,4,8,100,0.04
12695,composite,4,9,100,0.04
12696,gregory,1,7,100,0.01
12697,mammon,1,6,100,0.01
12698,spire,1,5,100,0.01
12699,appropriation,1,13,100,0.01
12700,billiard,2,8,100,0.02
12701,wonderland,1,10,100,0.01
12702,reclamation,2,11,100,0.02
12703,architect,2,9,100,0.02
12704,elliptical,1,10,100,0.01
12705,incomplete,5,10,100,0.05
12706,shaky,2,5,100,0.02
12707,pastoral,4,8,100,0.04
12708,ytterbium,1,9,100,0.01
12709,directing,5,9,100,0.05
12710,curriculum,4,10,100,0.04
12711,rom,5,3,100,0.05
12712,waiter,19,6,100,0.19
12713,spook,1,5,100,0.01
12714,valued,1,6,100,0.01
12715,compassionate,3,13,100,0.03
12716,indestructible,6,14,100,0.06
12717,eckhart,3,7,100,0.03
12718,recursion,3,9,100,0.03
12719,soften,1,6,100,0.01
12720,firstly,1,7,100,0.01
12721,intervening,4,11,100,0.04
12722,punjab,1,6,100,0.01
12723,sip,1,3,100,0.01
12724,award,2,5,100,0.02
12725,spraying,1,8,100,0.01
12726,liberally,2,9,100,0.02
12727,cd,3,2,100,0.03
12728,clanging,1,8,100,0.01
12729,generically,1,11,100,0.01
12730,czechoslovakia,2,14,100,0.02
12731,outstanding,1,11,100,0.01
12732,cambodia,1,8,100,0.01
12733,companionship,1,13,100,0.01
12734,chalice,8,7,100,0.08
12735,clairvoyant,3,11,100,0.03
12736,apprehend,4,9,100,0.04
12737,topi,1,4,100,0.01
12738,rewrite,1,7,100,0.01
12739,laboriously,1,11,100,0.01
12740,dryness,5,7,100,0.05
12741,enunciate,2,9,100,0.02
12742,recklessness,1,12,100,0.01
12743,subgroup,1,8,100,0.01
12744,normality,3,9,100,0.03
12745,vale,1,4,100,0.01
12746,throwback,1,9,100,0.01
12747,rio,6,3,100,0.06
12748,baptismal,2,9,100,0.02
12749,basra,1,5,100,0.01
12750,lebanon,2,7,100,0.02
12751,wormy,1,5,100,0.01
12752,confirming,4,10,100,0.04
12753,helper,1,6,100,0.01
12754,bending,1,7,100,0.01
12755,ira,1,3,100,0.01
12756,brothel,1,7,100,0.01
12757,annotation,1,10,100,0.01
12758,cape,1,4,100,0.01
12759,vapor,1,5,100,0.01
12760,deserve,2,7,100,0.02
12761,clergy,2,6,100,0.02
12762,shipbuilding,1,12,100,0.01
12763,penance,1,7,100,0.01
12764,dovetail,3,8,100,0.03
12765,emanation,2,9,100,0.02
12766,triangle,3,8,100,0.03
12767,zoroastrian,3,11,100,0.03
12768,reel,1,4,100,0.01
12769,zoroaster,3,9,100,0.03
12770,yiddish,1,7,100,0.01
12771,cleave,2,6,100,0.02
12772,baptist,1,7,100,0.01
12773,claro,1,5,100,0.01
12774,unhealthy,1,9,100,0.01
12775,hedonic,3,7,100,0.03
12776,jerky,1,5,100,0.01
12777,unreason,1,8,100,0.01
12778,scandal,2,7,100,0.02
12779,invert,4,6,100,0.04
12780,sneer,1,5,100,0.01
12781,flattery,3,8,100,0.03
12782,boo,2,3,100,0.02
12783,statuary,1,8,100,0.01
12784,minnesota,1,9,100,0.01
12785,susceptibility,4,14,100,0.04
12786,bombardment,1,11,100,0.01
12787,doctrinal,2,9,100,0.02
12788,colonel,1,7,100,0.01
12789,benthic,5,7,100,0.05
12790,grinder,1,7,100,0.01
12791,coastal,3,7,100,0.03
12792,cruelly,1,7,100,0.01
12793,bureaucrat,1,10,100,0.01
12794,venice,1,6,100,0.01
12795,stereotypically,1,15,100,0.01
12796,commissioned,1,12,100,0.01
12797,deem,1,4,100,0.01
12798,gaga,1,4,100,0.01
12799,epicureanism,2,12,100,0.02
12800,fixity,2,6,100,0.02
12801,lope,1,4,100,0.01
12802,founding,2,8,100,0.02
12803,readable,1,8,100,0.01
12804,es,1,2,100,0.01
12805,pythagoras,4,10,100,0.04
12806,wrinkled,3,8,100,0.03
12807,rooftop,1,7,100,0.01
12808,relaxed,1,7,100,0.01
12809,forensics,1,9,100,0.01
12810,infraction,1,10,100,0.01
12811,ladylike,1,8,100,0.01
12812,rushed,3,6,100,0.03
12813,withering,1,9,100,0.01
12814,punk,6,4,100,0.06
12815,outskirts,1,9,100,0.01
12816,axe,1,3,100,0.01
12817,weedy,2,5,100,0.02
12818,weeds,1,5,100,0.01
12819,brimstone,1,9,100,0.01
12820,aversion,2,8,100,0.02
12821,expanse,6,7,100,0.06
12822,vatican,2,7,100,0.02
12823,stricken,2,8,100,0.02
12824,spear,1,5,100,0.01
12825,dismal,1,6,100,0.01
12826,stoicism,6,8,100,0.06
12827,faithful,8,8,100,0.08
12828,hackle,3,6,100,0.03
12829,accrete,1,7,100,0.01
12830,voluminous,1,10,100,0.01
12831,expansive,2,9,100,0.02
12832,sickly,1,6,100,0.01
12833,striptease,1,10,100,0.01
12834,animated,3,8,100,0.03
12835,sophisticate,1,12,100,0.01
12836,liter,1,5,100,0.01
12837,castro,1,6,100,0.01
12838,superstition,3,12,100,0.03
12839,conveyer,1,8,100,0.01
12840,avestan,3,7,100,0.03
12841,langley,1,7,100,0.01
12842,haoma,6,5,100,0.06
12843,occultist,2,9,100,0.02
12844,parlour,1,7,100,0.01
12845,ern,1,3,100,0.01
12846,mare,1,4,100,0.01
12847,counterpart,2,11,100,0.02
12848,alignment,3,9,100,0.03
12849,unnameable,1,10,100,0.01
12850,cleverness,1,10,100,0.01
12851,throttle,1,8,100,0.01
12852,abase,1,5,100,0.01
12853,exhausting,1,10,100,0.01
12854,kirkuk,1,6,100,0.01
12855,gal,1,3,100,0.01
12856,redistribution,1,14,100,0.01
12857,idol,1,4,100,0.01
12858,dissidence,1,10,100,0.01
12859,flair,1,5,100,0.01
12860,tempered,1,8,100,0.01
12861,cursed,3,6,100,0.03
12862,operative,1,9,100,0.01
12863,edwards,1,7,100,0.01
12864,homunculus,2,10,100,0.02
12865,excrete,8,7,100,0.08
12866,piezoelectricity,2,16,100,0.02
12867,uneasy,1,6,100,0.01
12868,throughput,2,10,100,0.02
12869,photographic,2,12,100,0.02
12870,damnation,2,9,100,0.02
12871,horn,3,4,100,0.03
12872,divert,2,6,100,0.02
12873,devout,2,6,100,0.02
12874,hunch,1,5,100,0.01
12875,decontamination,1,15,100,0.01
12876,lop,1,3,100,0.01
12877,diffusing,1,9,100,0.01
12878,comb,2,4,100,0.02
12879,screech,2,7,100,0.02
12880,hasidic,4,7,100,0.04
12881,persia,4,6,100,0.04
12882,foment,4,6,100,0.04
12883,ceo,1,3,100,0.01
12884,watergate,2,9,100,0.02
12885,framework,4,9,100,0.04
12886,bugger,1,6,100,0.01
12887,statue,5,6,100,0.05
12888,uneducated,2,10,100,0.02
12889,reformist,1,9,100,0.01
12890,louisiana,1,9,100,0.01
12891,gentlemanlike,1,13,100,0.01
12892,ethically,2,9,100,0.02
12893,kansas,2,6,100,0.02
12894,volunteer,1,9,100,0.01
12895,compel,1,6,100,0.01
12896,facsimile,1,9,100,0.01
12897,assertiveness,1,13,100,0.01
12898,mod,1,3,100,0.01
12899,glitch,2,6,100,0.02
12900,franciscan,1,10,100,0.01
12901,tryptophan,9,10,100,0.09
12902,cataclysmic,1,11,100,0.01
12903,aromatic,3,8,100,0.03
12904,lane,1,4,100,0.01
12905,begotten,1,8,100,0.01
12906,cholera,1,7,100,0.01
12907,greatness,1,9,100,0.01
12908,inextricably,2,12,100,0.02
12909,strapping,1,9,100,0.01
12910,spat,1,4,100,0.01
12911,lockstep,1,8,100,0.01
12912,sneerer,1,7,100,0.01
12913,fearlessly,1,10,100,0.01
12914,tawdry,1,6,100,0.01
12915,clarence,2,8,100,0.02
12916,unborn,2,6,100,0.02
12917,depraved,1,8,100,0.01
12918,penis,2,5,100,0.02
12919,dior,1,4,100,0.01
12920,reindeer,8,8,100,0.08
12921,antechamber,1,11,100,0.01
12922,humaneness,8,10,100,0.08
12923,groan,1,5,100,0.01
12924,pinch,1,5,100,0.01
12925,valence,1,7,100,0.01
12926,cemetery,1,8,100,0.01
12927,hematite,1,8,100,0.01
12928,christopher,2,11,100,0.02
12929,subscription,1,12,100,0.01
12930,devastating,3,11,100,0.03
12931,symmetrical,3,11,100,0.03
12932,silenced,3,8,100,0.03
12933,dispossessed,1,12,100,0.01
12934,nasty,1,5,100,0.01
12935,stoic,4,5,100,0.04
12936,fanatically,2,11,100,0.02
12937,gig,1,3,100,0.01
12938,terminally,1,10,100,0.01
12939,wee,1,3,100,0.01
12940,violently,3,9,100,0.03
12941,pigeonhole,1,10,100,0.01
12942,amnesia,3,7,100,0.03
12943,howler,2,6,100,0.02
12944,skinned,3,7,100,0.03
12945,retentive,1,9,100,0.01
12946,allah,1,5,100,0.01
12947,boudoir,1,7,100,0.01
12948,suck,1,4,100,0.01
12949,convalescent,1,12,100,0.01
12950,conscientious,1,13,100,0.01
12951,waxy,2,4,100,0.02
12952,flake,2,5,100,0.02
12953,implanted,1,9,100,0.01
12954,popularize,1,10,100,0.01
12955,discombobulated,2,15,100,0.02
12956,competitor,3,10,100,0.03
12957,swoop,1,5,100,0.01
12958,abundant,2,8,100,0.02
12959,veldt,8,5,100,0.08
12960,consent,1,7,100,0.01
12961,sewing,2,6,100,0.02
12962,stuffing,1,8,100,0.01
12963,swelled,1,7,100,0.01
12964,possessive,1,10,100,0.01
12965,mortgage,3,8,100,0.03
12966,profligately,1,12,100,0.01
12967,droll,1,5,100,0.01
12968,eisenhower,2,10,100,0.02
12969,foe,1,3,100,0.01
12970,lump,5,4,100,0.05
12971,clowning,1,8,100,0.01
12972,sphinx,1,6,100,0.01
12973,pants,6,5,100,0.06
12974,devolve,3,7,100,0.03
12975,butcher,3,7,100,0.03
12976,crowing,1,7,100,0.01
12977,antsy,3,5,100,0.03
12978,promotion,3,9,100,0.03
12979,findings,1,8,100,0.01
12980,coat,2,4,100,0.02
12981,orient,5,6,100,0.05
12982,tomato,1,6,100,0.01
12983,apron,1,5,100,0.01
12984,pee,2,3,100,0.02
12985,owned,4,5,100,0.04
12986,zip,1,3,100,0.01
12987,formerly,3,8,100,0.03
12988,perfumed,1,8,100,0.01
12989,pogrom,3,6,100,0.03
12990,persistence,6,11,100,0.06
12991,admired,1,7,100,0.01
12992,shifty,1,6,100,0.01
12993,barrel,1,6,100,0.01
12994,dispassionate,1,13,100,0.01
12995,sanctity,1,8,100,0.01
12996,reservation,1,11,100,0.01
12997,mutant,3,6,100,0.03
12998,zinc,1,4,100,0.01
12999,wrist,1,5,100,0.01
13000,quaintness,1,10,100,0.01
13001,needy,2,5,100,0.02
13002,sufficiency,1,11,100,0.01
13003,slut,1,4,100,0.01
13004,autism,1,6,100,0.01
13005,kuwaiti,1,7,100,0.01
13006,counterproductive,1,17,100,0.01
13007,probity,1,7,100,0.01
13008,monthly,2,7,100,0.02
13009,pressing,3,8,100,0.03
13010,unflinching,1,11,100,0.01
13011,triviality,1,10,100,0.01
13012,vaginal,1,7,100,0.01
13013,proton,1,6,100,0.01
13014,wrathful,3,8,100,0.03
13015,burying,3,7,100,0.03
13016,bedevil,2,7,100,0.02
13017,forum,2,5,100,0.02
13018,atheism,2,7,100,0.02
13019,apathetic,2,9,100,0.02
13020,adjustor,1,8,100,0.01
13021,sceptic,1,7,100,0.01
13022,planting,3,8,100,0.03
13023,helen,1,5,100,0.01
13024,infolding,1,9,100,0.01
13025,scorching,1,9,100,0.01
13026,aeronautical,2,12,100,0.02
13027,mayfly,1,6,100,0.01
13028,refusal,1,7,100,0.01
13029,charmingly,1,10,100,0.01
13030,leaky,1,5,100,0.01
13031,aerospace,1,9,100,0.01
13032,folderol,1,8,100,0.01
13033,timber,2,6,100,0.02
13034,mucus,4,5,100,0.04
13035,spec,2,4,100,0.02
13036,interfering,1,11,100,0.01
13037,naivety,2,7,100,0.02
13038,pepperidge,1,10,100,0.01
13039,pivotal,4,7,100,0.04
13040,broca,1,5,100,0.01
13041,corresponding,1,13,100,0.01
13042,rove,1,4,100,0.01
13043,coaxing,4,7,100,0.04
13044,raiding,2,7,100,0.02
13045,arduous,2,7,100,0.02
13046,nutritionally,2,13,100,0.02
13047,mound,1,5,100,0.01
13048,adulteration,1,12,100,0.01
13049,unwilling,2,9,100,0.02
13050,tourist,5,7,100,0.05
13051,prostration,1,11,100,0.01
13052,sever,1,5,100,0.01
13053,fantastical,1,11,100,0.01
13054,prestigious,1,11,100,0.01
13055,chow,2,4,100,0.02
13056,mesoamerican,2,12,100,0.02
13057,calf,1,4,100,0.01
13058,credible,4,8,100,0.04
13059,deform,1,6,100,0.01
13060,soak,1,4,100,0.01
13061,cloaked,1,7,100,0.01
13062,conclusively,1,12,100,0.01
13063,landau,1,6,100,0.01
13064,gar,1,3,100,0.01
13065,sleeplessness,2,13,100,0.02
13066,knuckles,1,8,100,0.01
13067,cotton,2,6,100,0.02
13068,boss,1,4,100,0.01
13069,anger,1,5,100,0.01
13070,tusk,1,4,100,0.01
13071,wolf,1,4,100,0.01
13072,hoofed,1,6,100,0.01
13073,kat,36,3,100,0.36
13074,overrule,1,8,100,0.01
13075,impelled,3,8,100,0.03
13076,physiologist,1,12,100,0.01
13077,notoriously,2,11,100,0.02
13078,dated,5,5,100,0.05
13079,malfeasance,1,11,100,0.01
13080,overabundance,1,13,100,0.01
13081,buttress,1,8,100,0.01
13082,egoistic,1,8,100,0.01
13083,sensitized,3,10,100,0.03
13084,rainfall,6,8,100,0.06
13085,auspices,1,8,100,0.01
13086,conducive,1,9,100,0.01
13087,armchair,1,8,100,0.01
13088,feeble,3,6,100,0.03
13089,chopper,1,7,100,0.01
13090,piracy,1,6,100,0.01
13091,loath,1,5,100,0.01
13092,bam,1,3,100,0.01
13093,famine,2,6,100,0.02
13094,panther,1,7,100,0.01
13095,unnamed,2,7,100,0.02
13096,horniness,1,9,100,0.01
13097,sniff,3,5,100,0.03
13098,contagion,1,9,100,0.01
13099,repress,7,7,100,0.07
13100,withholding,1,11,100,0.01
13101,hayseed,1,7,100,0.01
13102,infusion,3,8,100,0.03
13103,animist,2,7,100,0.02
13104,bulwark,1,7,100,0.01
13105,abnormal,1,8,100,0.01
13106,constabulary,2,12,100,0.02
13107,potage,1,6,100,0.01
13108,buzzer,3,6,100,0.03
13109,zaire,3,5,100,0.03
13110,ec,1,2,100,0.01
13111,lincoln,1,7,100,0.01
13112,inhospitable,1,12,100,0.01
13113,gait,2,4,100,0.02
13114,sponsor,1,7,100,0.01
13115,sabre,1,5,100,0.01
13116,delicious,7,9,100,0.07
13117,unanswerable,1,12,100,0.01
13118,commonly,5,8,100,0.05
13119,queasiness,1,10,100,0.01
13120,primatology,2,11,100,0.02
13121,hog,1,3,100,0.01
13122,intensification,7,15,100,0.07
13123,larva,1,5,100,0.01
13124,vocalizing,2,10,100,0.02
13125,troublemaker,1,12,100,0.01
13126,kink,1,4,100,0.01
13127,dishonest,1,9,100,0.01
13128,reaper,4,6,100,0.04
13129,reinterpret,1,11,100,0.01
13130,expiate,1,7,100,0.01
13131,capra,1,5,100,0.01
13132,concession,1,10,100,0.01
13133,fascistic,1,9,100,0.01
13134,permanently,2,11,100,0.02
13135,mimic,3,5,100,0.03
13136,rejoicing,2,9,100,0.02
13137,medal,1,5,100,0.01
13138,cloak,1,5,100,0.01
13139,anecdote,2,8,100,0.02
13140,weakening,1,9,100,0.01
13141,fermi,5,5,100,0.05
13142,featured,1,8,100,0.01
13143,kip,1,3,100,0.01
13144,touchstone,1,10,100,0.01
13145,mantel,1,6,100,0.01
13146,retinue,1,7,100,0.01
13147,flooded,5,7,100,0.05
13148,transcendentalism,1,17,100,0.01
13149,annihilated,2,11,100,0.02
13150,prevail,2,7,100,0.02
13151,paired,3,6,100,0.03
13152,dreamy,1,6,100,0.01
13153,gloominess,1,10,100,0.01
13154,rebuttal,1,8,100,0.01
13155,onerous,1,7,100,0.01
13156,baptists,2,8,100,0.02
13157,query,4,5,100,0.04
13158,ferret,2,6,100,0.02
13159,robotics,1,8,100,0.01
13160,countdown,1,9,100,0.01
13161,electroshock,1,12,100,0.01
13162,fireball,1,8,100,0.01
13163,caveat,3,6,100,0.03
13164,vac,1,3,100,0.01
13165,aided,2,5,100,0.02
13166,webbing,1,7,100,0.01
13167,consistency,2,11,100,0.02
13168,dilation,1,8,100,0.01
13169,intercept,1,9,100,0.01
13170,equalization,1,12,100,0.01
13171,mysteriously,2,12,100,0.02
13172,monstrosity,2,11,100,0.02
13173,bookkeeping,2,11,100,0.02
13174,hermeneutics,1,12,100,0.01
13175,exfoliation,2,11,100,0.02
13176,cosmologist,1,11,100,0.01
13177,necrotic,1,8,100,0.01
13178,reckon,1,6,100,0.01
13179,coyness,1,7,100,0.01
13180,paddle,1,6,100,0.01
13181,sociologically,1,14,100,0.01
13182,evenly,2,6,100,0.02
13183,pioneer,3,7,100,0.03
13184,bernoulli,2,9,100,0.02
13185,renowned,1,8,100,0.01
13186,marvell,2,7,100,0.02
